"","MODZCTA","Neighborhood","Borough","COVID_CASE_COUNT","COVID_CASE_RATE","POP_DENOMINATOR","COVID_DEATH_COUNT","COVID_DEATH_RATE","PERCENT_POSITIVE","ZCTA","total_population","percent_female","percent_unemployed","median_income","poverty_rate","percent_uninsured","percent_public_health_insurance","percent_private_health_insurance","home_ownership","renter_occupied","single_mom","single_dad","home_median_value","high_school_completion","college_graduates","percent_with_Internet","percent_white","median_age","percent_black","percent_hispanic_latino","percent_receiving_public_assistance","percent_in_mgmt_art_sci","percent_spending_35_percent_rent","median_rent","percent_asian","percent_non_citizens","percent_with_disability","crowding"
"135","11363","Bayside - Little Neck","Queens",96,1340.96,7159.03,3,41.91,28.32,"11363",6952,51.9,4.5,104792,5.8,3.6,30.7,81.2,75.5,24.5,2.8,0.3,809800,96.1,54.6,88.2,59.3,47.8,1.8,13.1,1.3,56.8,48.5,2080,32.6,27.8,8.4,3.2
"136","11364","Bayside - Little Neck","Queens",453,1310.67,34562.6,25,72.33,27.99,"11364",36806,51,4.4,76988,6.5,8,31.9,70.3,73.7,26.3,5.1,1.5,538900,89.4,43.4,88.6,40,44.8,2.6,9.6,1.5,43.4,47.9,1753,52.1,27.5,8.1,4
"137","11365","Fresh Meadows","Queens",803,1822.9,44050.79,54,122.59,32.8,"11365",44983,52.5,9.1,66483,11.6,8.6,35.8,64.3,47.4,52.6,7,0.6,661800,87,37.1,84.5,33.4,40.8,8.5,19.7,1.4,35.4,50.5,1557,44.9,33.6,7.9,7.2
"138","11366","Fresh Meadows","Queens",380,2758.14,13777.39,22,159.68,36.32,"11366",14650,52.4,8.4,78990,7.9,5.1,39.5,67.7,70.6,29.4,3.9,1.4,729200,87.9,44.4,89.5,43,40.6,5.2,8.9,2.9,43.9,46.2,1746,45.6,28.1,8.5,5.90000000000001
"139","11367","Fresh Meadows","Queens",997,2371.59,42039.24,54,128.45,33.42,"11367",41824,51.9,6.1,57933,12.6,6.3,40.1,63.6,46.7,53.3,7.6,1.3,479700,84.6,36.8,81.2,56,36.4,8.4,17.9,4.2,42.4,46.3,1366,26,36.3,10.2,8.90000000000001
"140","11368","West Queens","Queens",4298,3851.46,111594.1,377,337.83,45.47,"11368",112425,48,4.8,50797,18,23.8,51.1,37.4,21.7,78.3,11.2,5.1,532800,62.8,12.4,73.3,37.7,32.4,10.5,75.5,4.3,11.6,52.6,1572,12,64.1,10.6,29.7
"141","11369","West Queens","Queens",1521,4171.44,36462.23,153,419.61,44.16,"11369",34118,50.8,6.8,54121,12.3,14.1,47.9,47.6,54.5,45.5,7.5,2.5,567000,75.8,17.2,79.6,28.8,38.3,16.3,63.6,3.3,22.7,64.1,1503,12.3,45.6,9.4,14.5
"142","11370","West Queens","Queens",1287,3928.73,32758.65,49,149.58,40.95,"11370",32514,40.7,5.3,65098,11.7,7.7,43.5,57.6,51.1,48.9,4.3,3,671400,72.7,22.2,82.1,42.1,37.5,15,37.4,2.8,30.2,51.8,1628,22,38.2,8.6,11.7
"143","11372","West Queens","Queens",2409,3850.53,62562.88,226,361.24,43.28,"11372",61844,50.2,4.7,56383,10.3,13.1,44.4,51.7,31.7,68.3,4.7,3.8,325000,77.3,29.5,80.1,57.3,40.5,3.2,57.6,4.3,30.5,50.7,1441,20.5,61.6,8.4,12.7
"144","11373","West Queens","Queens",3116,3355.02,92875.81,273,293.94,40.87,"11373",93967,49.9,4.6,51183,12.6,16.7,50.2,42.6,29.4,70.6,4.9,2.1,545500,75.2,26.4,81.9,21.7,38.2,2.1,41.4,3.2,23.3,55.2,1485,48.6,49.7,8.7,20.2
"145","11374","Ridgewood - Forest Hills","Queens",1039,2471.01,42047.63,83,197.4,33.13,"11374",42653,54.1,4.4,63161,9.8,7.7,39.1,63.7,38.8,61.2,3,0.7,361400,90.2,50.4,82,52.7,43.8,4.4,16.3,2.7,47.9,47,1591,32.1,34,12.3,9.7
"146","11375","Ridgewood - Forest Hills","Queens",1466,2077.87,70552.99,170,240.95,32.28,"11375",73488,54.1,4.4,80542,5.9,4.2,30.7,75.8,50.8,49.2,2.9,0.8,395100,93.7,61.2,87.1,60.8,42.7,2.7,15.7,1.2,60.3,39.2,1731,28,31.1,9.9,6.40000000000001
"147","11377","West Queens","Queens",2109,2439.04,86468.55,169,195.45,35.3,"11377",86421,48.7,4,57010,8.4,13.2,45.8,46.9,30.9,69.1,3.7,2.2,528700,77.4,28.7,81.5,48.9,40,2.7,38.1,3.7,28.3,46.3,1490,37.2,61.6,6.1,13
"148","11378","West Queens","Queens",708,2046.63,34593.45,63,182.12,31.54,"11378",37279,51.3,5.7,73333,8,9,35.3,63.7,50.9,49.1,7.4,2.9,605300,86.4,28.3,84.2,72,37.7,1.7,32.2,1.8,32.1,45.6,1600,10.3,41.8,7.7,7.7
"149","11379","Ridgewood - Forest Hills","Queens",778,2149.44,36195.55,78,215.5,32.27,"11379",37851,52.7,5.2,82819,6,6.4,30.2,73.9,60.9,39.1,3.6,2.5,646300,87.3,33.3,83.9,78.1,42.7,1,20.1,2.1,41.1,36.4,1518,11,31.3,9.1,3.90000000000001
"150","11385","Ridgewood - Forest Hills","Queens",2056,1997.48,102929.91,109,105.9,34.92,"11385",106717,50.3,4.7,72261,9.3,12.3,35.8,57.4,32.1,67.9,7.5,2.1,581900,82.9,26.6,80.9,81.7,35.4,2.3,44.3,2.2,28.8,39.4,1477,6.7,47.7,6.2,6.5
"151","11411","Southeast Queens","Queens",664,3239.93,20494.26,35,170.78,40.66,"11411",20759,53.8,6.5,93882,2.6,6.7,32.6,72.7,86,14,6.2,1.6,432300,91.9,31.6,85.4,3.4,44.2,92.6,6.6,2.3,34.1,36.8,1531,0.3,25.8,9.4,3.09999999999999
"152","11412","Jamaica","Queens",1190,3024.38,39346.92,73,185.53,39,"11412",37458,54.2,8.1,78517,6.6,7.5,33.3,67.3,74.3,25.7,9.9,3.2,427200,88.1,23.8,81.6,1.8,40.5,90,5.1,3.2,30.4,52.8,1441,2.4,29.4,9.9,5.40000000000001
"153","11413","Southeast Queens","Queens",1257,2879.86,43647.97,63,144.34,39.11,"11413",42443,53.4,6.7,86324,5.5,5.9,36.3,68.6,71,29,9.3,2.4,446800,88.9,26.4,83.2,2.3,39.8,92.1,4.9,2.7,32.2,41.1,1664,1.1,29.2,8.8,4.8
"154","11414","Southwest Queens","Queens",789,2791.38,28265.56,51,180.43,38.25,"11414",29219,52.3,5.8,71648,11.1,3.7,39.9,71.5,69.8,30.2,6.5,0.9,504300,86.1,27.9,82.7,77.9,45,1.9,22.3,0.6,36.3,48.8,1576,5.2,17.5,15.1,2.90000000000001
"155","11415","Southwest Queens","Queens",513,2667.12,19234.25,41,213.16,34.27,"11415",19372,52.2,3.9,68294,11.9,6,34.1,67.5,35.8,64.2,3,1.3,348100,91.8,46.9,82.7,58.9,38.9,5.4,24.9,2.8,48.3,45.4,1540,19,35.6,9.2,10.2
"156","11416","Southwest Queens","Queens",680,2555.01,26614.42,49,184.11,39.58,"11416",27125,50.6,7.3,67461,13.2,9.1,47.5,49.3,43.3,56.7,8.4,1.9,524900,77.1,21.4,86.8,27.4,35.6,6.3,45.1,4.5,24.5,49.7,1489,33.3,39.6,9.5,10
"157","11417","Southwest Queens","Queens",855,2734.19,31270.63,35,111.93,36.12,"11417",31927,52,7.3,73424,11.8,8,42,58.8,60.2,39.8,6,2.5,481900,77.7,24.8,87.3,35.8,38.3,7.4,38.5,2.3,27.8,43.3,1514,29,35.1,10.4,8
"158","11418","Southwest Queens","Queens",1046,2745.03,38105.16,87,228.32,37.41,"11418",38517,49.8,5.4,66570,11.3,14.1,41.4,49.6,43.5,56.5,8.1,2.9,522500,77.4,26.9,84.1,40.6,35.1,7.3,45.7,3.1,28.1,46.4,1461,23.9,45,8.9,12
"159","11419","Southwest Queens","Queens",1126,2214.41,50848.81,83,163.23,37.73,"11419",49618,49.6,9.2,70882,11.2,11.3,48,45.9,58.9,41.1,6.8,1.5,481500,71.6,19.9,84.3,10.1,37,16.4,18.9,6.6,22.5,52.3,1554,32.6,35.5,8.9,11.3
"160","11420","Southwest Queens","Queens",1314,2713.99,48415.71,91,187.96,38,"11420",48489,51,7.7,67932,10.4,8.7,41,57.1,66.9,33.1,7.5,3.2,478000,73.3,19,85.5,15.3,39.2,24.5,24,4.4,25.2,54.6,1553,31,29.6,12.1,8.09999999999999
"161","11421","Southwest Queens","Queens",1153,2731.61,42209.49,93,220.33,38.59,"11421",41002,50,6.9,72066,8.4,11.6,40.2,54.9,55.5,44.5,8.4,2.4,477600,76.6,24.2,85.4,44.2,37.8,4.7,58.6,2.3,25.2,48.7,1612,19.6,41.7,8.4,7.5
"162","11422","Southeast Queens","Queens",936,2775.67,33721.62,41,121.58,38.39,"11422",32082,53.6,5.4,89235,5.4,6.4,31.3,70.8,66.3,33.7,9.3,2.9,438900,88.2,27.4,87.7,5.5,38.4,85.2,9.6,4.3,34.5,40.1,1722,2.1,28.9,9.1,4.59999999999999
"163","11423","Jamaica","Queens",1037,3236.46,32041.14,85,265.28,39.12,"11423",31400,51.3,8,70266,7.6,8.9,41.6,57.5,58,42,5,4.4,475000,83.8,29,83.5,13,40.8,38.8,14.2,3.4,29.1,44.8,1411,28.5,31.2,11.7,8.09999999999999
"164","11426","Southeast Queens","Queens",489,2401.38,20363.28,27,132.59,37.36,"11426",20801,50.1,4.4,88803,6.4,5.9,30.9,73.1,76,24,2,1.6,542700,89.1,37.8,91.2,38.9,38.6,6.6,18.9,2.1,39.6,43.5,1729,44.2,30.6,7.3,4.90000000000001
"165","11427","Southeast Queens","Queens",756,3256.88,23212.38,44,189.55,37.02,"11427",24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,47.5,1399,31.3,24.6,9.2,6.5
"166","11428","Southeast Queens","Queens",649,3357.92,19327.45,38,196.61,41.9,"11428",18929,51.4,5.7,73699,8.6,6.5,33.7,67.4,68.9,31.1,5.1,0.6,472200,83.9,18.9,83.9,22.7,40.8,21,25.3,3.1,27.6,60.5,1487,25.8,19.4,8,4.90000000000001
"167","11429","Southeast Queens","Queens",897,3199.42,28036.33,61,217.57,39.74,"11429",27403,53.1,13.4,83240,7.3,6.3,38.7,62.8,71.9,28.1,7.7,2.6,434500,84.7,26.2,87.2,3.5,39,76.2,12.4,7.7,31.8,45.9,1401,4.1,32,9.7,6.7
"168","11432","Jamaica","Queens",1722,2724.88,63195.4,222,351.29,39.78,"11432",62053,52.8,7.4,55906,11.1,10,48.5,47.8,36.6,63.4,4.6,1.3,583900,80.4,36.1,80.6,19.1,36,16,24.4,4.6,32.4,53.4,1453,41.6,38.2,8.7,19.3
"169","11433","Jamaica","Queens",897,2489.19,36035.76,69,191.48,37.96,"11433",36489,54.2,13.8,51521,13,11.2,50,43.7,44.5,55.5,13.7,2,411500,76.5,16.2,72.2,3.9,35,64.3,18.9,9.9,21.1,49.2,1282,8.8,44.7,10.7,9.2
"170","11434","Jamaica","Queens",1983,2936.21,67536.11,146,216.18,36.68,"11434",65791,55.6,6.8,62207,7.7,6.1,37.9,65.2,49,51,11.7,2.1,402400,86.5,21.8,73.9,2.9,37.9,87.5,7.5,2.9,29.3,38.9,1141,2.5,27.7,11.3,4.3
"171","11435","Jamaica","Queens",1560,2705.34,57663.84,130,225.44,34.97,"11435",59296,50.3,10.7,64086,12.7,12.2,46.4,46.3,36.4,63.6,6,1.6,393300,76.9,27.7,82.5,16.9,35.8,23.6,31.1,5.6,29.2,46.2,1466,24.3,44.2,9.5,14.2
"172","11436","Jamaica","Queens",502,2412.6,20807.42,36,173.02,36.47,"11436",20077,50.6,9.2,75242,7.7,8.8,43.5,55.6,72.8,27.2,9.7,1.9,396600,80.7,20.3,84,5.6,36.9,61.7,14.8,3.4,26.1,47.6,1591,10.5,37.5,11.1,9
"173","11691","Rockaway","Queens",2186,3375.59,64759.02,290,447.81,40.71,"11691",67094,54.1,9.4,46147,19.2,8,50.1,49.4,24.1,75.9,13.1,2,462500,75.1,25.8,74.3,38.9,31.1,46.8,26.4,6.8,33.4,42.7,1200,3.5,39.1,15.5,10.6
"174","11692","Rockaway","Queens",563,2798.18,20120.24,80,397.61,35.94,"11692",20991,53.5,12.9,44024,21.7,6.6,49.7,51.3,34.3,65.7,18.1,3,381900,75.7,23.4,77.2,22.6,34.2,60.9,24.4,8.2,32.9,40.8,1010,5.7,34.1,16.4,8
"175","11693","Rockaway","Queens",320,2584.55,12381.27,25,201.92,35.96,"11693",12919,51.2,5.2,59431,12.1,4.8,39.9,63,50.7,49.3,9.8,2.9,310800,83.4,26.4,80.8,63.3,39.5,19.9,29.5,3,31.7,41.8,1037,4,29.6,14.4,4.5
"176","11694","Rockaway","Queens",683,3355.31,20355.78,73,358.62,32.9,"11694",21354,48.8,5.4,80976,6.5,3.9,36.6,72.3,53.2,46.8,3.4,0.9,651300,89.7,43.4,80.9,81.3,48.5,6.8,14.9,1.2,50.2,41.2,1321,3.5,29.7,17.2,3.59999999999999
"177","11697","Rockaway","Queens",101,2855.78,3536.69,2,56.55,14.05,"11697",3540,52,4.8,103580,3.5,0.6,28.4,91.6,96.8,3.2,0.8,0.7,570900,97.7,50.8,86.3,95.4,49.1,0.6,6.5,0,45.9,28.6,NA,0.6,1,13.9,1.8
