"","long","lat","order","hole","piece","group","id","ZCTA5CE10","AFFGEOID10","GEOID10","ALAND10","AWATER10","region","value","ZCTA","X","Neighborhood","Borough","COVID_CASE_COUNT","COVID_CASE_RATE","POP_DENOMINATOR","COVID_DEATH_COUNT","COVID_DEATH_RATE","PERCENT_POSITIVE","total_population","percent_female","percent_unemployed","median_income","poverty_rate","percent_uninsured","percent_public_health_insurance","percent_private_health_insurance","home_ownership","renter_occupied","single_mom","single_dad","home_median_value","high_school_completion","college_graduates","percent_with_Internet","percent_white","median_age","percent_black","percent_hispanic_latino","percent_receiving_public_assistance","percent_in_mgmt_art_sci","crowding","log_case_rate"
"1",-73.96238,40.609986,13201,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"2",-73.952577,40.611037,13202,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"3",-73.950706,40.61125,13203,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"4",-73.949306,40.614031,13204,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"5",-73.949119,40.613053,13205,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"6",-73.948335,40.61358,13206,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"7",-73.948345,40.614136,13207,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"8",-73.946574,40.614789,13208,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"9",-73.946993,40.617001,13209,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"10",-73.946067,40.617104,13210,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"11",-73.945737,40.615363,13211,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"12",-73.944827,40.616046,13212,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"13",-73.944308,40.613411,13213,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"14",-73.943748,40.612948,13214,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"15",-73.942979,40.613449,13215,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"16",-73.939347,40.610187,13216,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"17",-73.937537,40.608557,13217,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"18",-73.936046,40.609515,13218,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"19",-73.934232,40.607898,13219,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"20",-73.933513,40.608343,13220,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"21",-73.929868,40.605071,13221,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"22",-73.933551,40.602687,13222,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"23",-73.928131,40.597778,13223,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"24",-73.929569,40.59682,13224,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"25",-73.917656,40.586139,13225,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"26",-73.918283,40.585592,13226,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"27",-73.922974,40.58437,13227,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"28",-73.926104,40.584825,13228,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"29",-73.927922,40.587503,13229,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"30",-73.927967,40.58876,13230,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"31",-73.930734,40.589631,13231,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"32",-73.930881,40.591383,13232,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"33",-73.929861,40.59372,13233,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"34",-73.930246,40.594379,13234,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"35",-73.933011,40.594639,13235,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"36",-73.958998,40.591784,13236,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"37",-73.959468,40.594566,13237,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"38",-73.960888,40.594365,13238,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"39",-73.959777,40.596299,13239,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"40",-73.961732,40.605358,13240,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"41",-73.96238,40.609986,13241,FALSE,"1","1009.1","1009","11229","8600000US11229","11229",5591103,147610,"11229","[52,199 to 62,207)","11229",116,"Coney Island - Sheepshead Bay","Brooklyn",1482,1745.39,84909.16,127,149.57,32.89,83615,51.8,6.2,60873,11.7,6.8,43.6,58.3,47.2,52.8,5.2,1.2,608400,84.8,37.6,81.9,64.6,40.8,6,10.8,3.9,40.3,8.8,7.46473330536709
"42",-73.760122,40.725907,33441,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"43",-73.756566,40.726133,33442,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"44",-73.76349,40.730355,33443,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"45",-73.765558,40.732535,33444,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"46",-73.7637,40.732864,33445,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"47",-73.746541,40.735778,33446,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"48",-73.745947,40.734168,33447,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"49",-73.746612,40.733375,33448,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"50",-73.746812,40.732505,33449,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"51",-73.742962,40.735547,33450,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"52",-73.741114,40.737452,33451,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"53",-73.738602,40.740099,33452,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"54",-73.732335,40.743576,33453,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"55",-73.726669,40.740875,33454,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"56",-73.72751,40.740688,33455,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"57",-73.726112,40.736382,33456,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"58",-73.727014,40.735582,33457,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"59",-73.726371,40.733492,33458,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"60",-73.731301,40.732669,33459,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"61",-73.731944,40.730926,33460,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"62",-73.730616,40.731085,33461,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"63",-73.732168,40.729155,33462,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"64",-73.733632,40.728009,33463,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"65",-73.740702,40.729533,33464,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
"66",-73.739311,40.728167,33465,FALSE,"1","10217.1","10217","11427","8600000US11427","11427",4088783,0,"11427","[72,093 to 85,887)","11427",165,"Southeast Queens","Queens",742,3196.57,23212.38,42,180.94,38.57,24037,50.6,5.2,74581,6,7,34.7,67,60,40,4.1,1,488000,84.7,32.2,84.6,29.3,42,20.7,19.5,3.2,38.9,6.5,8.06983363891898
